"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)"
52.06,21.6636476951,28.6004771859
52.07,21.640274472,28.6237467185
52.08,21.6636476951,28.6470176314
52.09,21.640274472,28.5539422165
52.1,21.6636476951,28.532130809
52.11,21.640274472,28.6237467185
52.12,21.6636476951,28.5539422165
52.13,21.640274472,28.6237467185
52.14,21.6636476951,28.5539422165
52.15,21.640274472,28.6004771859
52.16,21.6636476951,28.5772090224
52.17,21.640274472,28.6237467185
52.18,21.6636476951,28.5772090224
52.19,21.640274472,28.5088666013
52.2,21.6636476951,28.6470176314
52.21,21.640274472,28.5088666013
52.22,21.6636476951,28.6470176314
52.23,21.6168991164,28.532130809
52.24,21.6636476951,28.6237467185
52.25,21.640274472,28.5088666013
52.26,21.6636476951,28.6237467185
52.27,21.640274472,28.5772090224
52.28,21.6636476951,28.6237467185
52.29,21.640274472,28.5539422165
52.3,21.6636476951,28.6470176314
52.31,21.640274472,28.5772090224
52.32,21.6636476951,28.532130809
52.33,21.640274472,28.6237467185
52.34,21.6636476951,28.532130809
52.35,21.6168991164,28.6237467185
52.36,21.6636476951,28.532130809
52.37,21.640274472,28.6237467185
52.38,21.6636476951,28.532130809
52.39,21.640274472,28.6237467185
52.4,21.6636476951,28.6470176314
52.41,21.640274472,28.6237467185
52.42,21.6636476951,28.5772090224
52.43,21.640274472,28.6237467185
52.44,21.6636476951,28.6004771859
52.45,21.640274472,28.6237467185
52.46,21.6636476951,28.532130809
52.47,21.640274472,28.6237467185
52.48,21.6636476951,28.532130809
52.49,21.640274472,28.6004771859
52.5,21.6636476951,28.6237467185
52.51,21.640274472,28.5088666013
52.52,21.6636476951,28.6004771859
52.53,21.640274472,28.6237467185
52.54,21.6636476951,28.5772090224
52.55,21.640274472,28.6237467185
52.56,21.6636476951,28.532130809
52.57,21.640274472,28.6004771859
52.58,21.6636476951,28.6237467185
52.59,21.640274472,28.532130809
52.6,21.6636476951,28.6237467185
52.61,21.640274472,28.5088666013
52.62,21.6636476951,28.6470176314
52.63,21.640274472,28.532130809
52.64,21.6636476951,28.6237467185
52.65,21.640274472,28.532130809
52.66,21.6636476951,28.6237467185
52.67,21.640274472,28.6237467185
52.68,21.6636476951,28.5772090224
52.69,21.640274472,28.6237467185
52.7,21.6636476951,28.5772090224
52.71,21.640274472,28.5088666013
52.72,21.6636476951,28.6237467185
52.73,21.640274472,28.6004771859
52.74,21.6636476951,28.5088666013
52.75,21.6168991164,28.6237467185
52.76,21.6636476951,28.5539422165
52.77,21.640274472,28.6237467185
52.78,21.6636476951,28.532130809
52.79,21.640274472,28.532130809
52.8,21.6636476951,28.6237467185
52.81,21.640274472,28.5088666013
52.82,21.6636476951,28.6470176314
52.83,21.640274472,28.5772090224
52.84,21.6636476951,28.6004771859
52.85,21.640274472,28.6237467185
52.86,21.6636476951,28.532130809
52.87,21.640274472,28.6237467185
52.88,21.6636476951,28.532130809
52.89,21.640274472,28.6237467185
52.9,21.6636476951,28.532130809
52.91,21.640274472,28.5088666013
52.92,21.6636476951,28.6470176314
52.93,21.640274472,28.5088666013
52.94,21.6636476951,28.6237467185
52.95,21.640274472,28.5539422165
52.96,21.640274472,28.6237467185
52.97,21.640274472,28.5772090224
52.98,21.6636476951,28.532130809
52.99,21.640274472,28.6237467185
53,21.6636476951,28.532130809
53.01,21.640274472,28.532130809
53.02,21.6636476951,28.6470176314
53.03,21.640274472,28.5088666013
53.04,21.6636476951,28.5772090224
53.05,21.640274472,28.6237467185
53.06,21.6636476951,28.532130809
53.07,21.640274472,28.6237467185
53.08,21.6636476951,28.5088666013
53.09,21.640274472,28.6237467185
53.1,21.6636476951,28.5539422165
53.11,21.640274472,28.5088666013
53.12,21.6636476951,28.6470176314
53.13,21.640274472,28.5088666013
53.14,21.640274472,28.6237467185
53.15,21.6168991164,28.6237467185
53.16,21.6636476951,28.5772090224
53.17,21.640274472,28.5088666013
53.18,21.6636476951,28.6237467185
53.19,21.640274472,28.5088666013
53.2,21.6636476951,28.6237467185
53.21,21.640274472,28.5539422165
53.22,21.6636476951,28.5539422165
53.23,21.640274472,28.6237467185
53.24,21.6636476951,28.6237467185
53.25,21.5935216155,28.5088666013
53.26,21.6636476951,28.6237467185
53.27,21.640274472,28.5088666013
53.28,21.6636476951,28.6237467185
53.29,21.640274472,28.5088666013
53.3,21.6636476951,28.6237467185
53.31,21.640274472,28.6004771859
53.32,21.6636476951,28.532130809
53.33,21.6168991164,28.5088666013
53.34,21.640274472,28.6237467185
53.35,21.640274472,28.6237467185
53.36,21.6636476951,28.5088666013
53.37,21.640274472,28.532130809
53.38,21.6636476951,28.6237467185
53.39,21.6168991164,28.6237467185
53.4,21.6636476951,28.5088666013
53.41,21.640274472,28.5088666013
53.42,21.640274472,28.5539422165
53.43,21.6168991164,28.6237467185
53.44,21.6636476951,28.6237467185
53.45,21.640274472,28.6237467185
53.46,21.640274472,28.5539422165
53.47,21.640274472,28.532130809
53.48,21.6636476951,28.5088666013
53.49,21.640274472,28.5088666013
53.5,21.6636476951,28.6237467185
53.51,21.640274472,28.5088666013
53.52,21.6636476951,28.6237467185
53.53,21.640274472,28.5088666013
53.54,21.6636476951,28.532130809
53.55,21.640274472,28.5088666013
53.56,21.6636476951,28.5772090224
53.57,21.6168991164,28.5088666013
53.58,21.640274472,28.5088666013
53.59,21.6168991164,28.5088666013
53.6,21.6636476951,28.532130809
53.61,21.640274472,28.5088666013
53.62,21.640274472,28.6004771859
53.63,21.6168991164,28.532130809
53.64,21.640274472,28.6237467185
53.65,21.6168991164,28.6004771859
53.66,21.640274472,28.6237467185
53.67,21.640274472,28.5088666013
53.68,21.6636476951,28.532130809
53.69,21.640274472,28.532130809
53.7,21.6636476951,28.6237467185
53.71,21.6168991164,28.6237467185
53.72,21.640274472,28.6237467185
53.73,21.640274472,28.6237467185
53.74,21.6636476951,28.5772090224
53.75,21.640274472,28.6237467185
53.76,21.6636476951,28.6470176314
53.77,21.6168991164,28.6237467185
53.78,21.640274472,28.6237467185
53.79,21.6168991164,28.6237467185
53.8,21.640274472,28.6237467185
53.81,21.640274472,28.6237467185
53.82,21.640274472,28.6237467185
53.83,21.6168991164,28.532130809
53.84,21.6636476951,28.6237467185
53.85,21.640274472,28.6237467185
53.86,21.6636476951,28.6237467185
53.87,21.640274472,28.6237467185
53.88,21.6636476951,28.6237467185
53.89,21.6168991164,28.6237467185
53.9,21.640274472,28.6237467185
53.91,21.640274472,28.5088666013
53.92,21.6636476951,28.5088666013
53.93,21.640274472,28.5088666013
53.94,21.640274472,28.6237467185
53.95,21.6168991164,28.6004771859
53.96,21.640274472,28.6237467185
53.97,21.640274472,28.532130809
53.98,21.640274472,28.5088666013
53.99,21.640274472,28.6004771859
54,21.6636476951,28.6237467185
54.01,21.6168991164,28.6237467185
54.02,21.640274472,28.532130809
54.03,21.6168991164,28.5539422165
54.04,21.640274472,28.6237467185
54.05,21.6168991164,28.6237467185
54.06,21.640274472,28.6237467185
54.07,21.6168991164,28.6004771859
54.08,21.6636476951,28.6237467185
54.09,21.640274472,28.6237467185
54.1,21.640274472,28.6237467185
54.11,21.640274472,28.6237467185
54.12,21.640274472,28.6237467185
54.13,21.6168991164,28.6004771859
54.14,21.640274472,28.6004771859
54.15,21.6168991164,28.532130809
54.16,21.6636476951,28.6004771859
54.17,21.640274472,28.5088666013
54.18,21.640274472,28.5088666013
54.19,21.6168991164,28.532130809
54.2,21.640274472,28.6237467185
54.21,21.640274472,28.6237467185
54.22,21.640274472,28.6237467185
54.23,21.6168991164,28.5772090224
54.24,21.640274472,28.5088666013
54.25,21.6168991164,28.532130809
54.26,21.640274472,28.5088666013
54.27,21.640274472,28.6237467185
54.28,21.640274472,28.6237467185
54.29,21.6168991164,28.532130809
54.3,21.640274472,28.5088666013
54.31,21.640274472,28.5088666013
54.32,21.640274472,28.5088666013
54.33,21.6168991164,28.6004771859
54.34,21.640274472,28.6004771859
54.35,21.6168991164,28.6004771859
54.36,21.6636476951,28.6237467185
54.37,21.640274472,28.6237467185
54.38,21.640274472,28.532130809
54.39,21.6168991164,28.5088666013
54.4,21.6636476951,28.532130809
54.41,21.640274472,28.5088666013
54.42,21.6636476951,28.5088666013
54.43,21.6168991164,28.5088666013
54.44,21.640274472,28.5088666013
54.45,21.640274472,28.5088666013
54.46,21.6636476951,28.532130809
54.47,21.5935216155,28.6004771859
54.48,21.640274472,28.6237467185
54.49,21.640274472,28.6004771859
54.5,21.640274472,28.5088666013
54.51,21.6168991164,28.5088666013
54.52,21.640274472,28.532130809
54.53,21.6168991164,28.6237467185
54.54,21.640274472,28.6237467185
54.55,21.6168991164,28.6237467185
54.56,21.6636476951,28.6237467185
54.57,21.6168991164,28.6237467185
54.58,21.6636476951,28.6237467185
54.59,21.6168991164,28.6237467185
54.6,21.6636476951,28.532130809
54.61,21.640274472,28.5088666013
54.62,21.640274472,28.6237467185
54.63,21.6168991164,28.6004771859
54.64,21.640274472,28.6004771859
54.65,21.6168991164,28.5088666013
54.66,21.640274472,28.532130809
54.67,21.6168991164,28.6237467185
54.68,21.6636476951,28.6237467185
54.69,21.6168991164,28.5088666013
54.7,21.6636476951,28.532130809
54.71,21.6168991164,28.5088666013
54.72,21.6636476951,28.5088666013
54.73,21.640274472,28.6237467185
54.74,21.6636476951,28.6237467185
54.75,21.6168991164,28.6004771859
54.76,21.6636476951,28.6237467185
54.77,21.640274472,28.5088666013
54.78,21.640274472,28.5088666013
54.79,21.6168991164,28.5772090224
54.8,21.6636476951,28.5539422165
54.81,21.640274472,28.532130809
54.82,21.640274472,28.5088666013
54.83,21.6168991164,28.5088666013
54.84,21.640274472,28.5088666013
54.85,21.6168991164,28.5088666013
54.86,21.6636476951,28.5539422165
54.87,21.6168991164,28.6237467185
54.88,21.6636476951,28.6237467185
54.89,21.640274472,28.5088666013
54.9,21.6636476951,28.5088666013
54.91,21.640274472,28.6004771859
54.92,21.640274472,28.6237467185
54.93,21.6168991164,28.6237467185
54.94,21.640274472,28.6004771859
54.95,21.640274472,28.5088666013
54.96,21.6636476951,28.6237467185
54.97,21.640274472,28.5539422165
54.98,21.640274472,28.532130809
54.99,21.640274472,28.5772090224
55,21.640274472,28.6237467185
55.01,21.640274472,28.6004771859
55.02,21.640274472,28.6237467185
55.03,21.6168991164,28.6237467185
55.04,21.640274472,28.6237467185
55.05,21.6168991164,28.6237467185
55.06,21.6636476951,28.6237467185
55.07,21.640274472,28.6237467185
55.08,21.640274472,28.6237467185
55.09,21.6168991164,28.5772090224
55.1,21.6636476951,28.5539422165
55.11,21.640274472,28.5088666013
55.12,21.640274472,28.5088666013
55.13,21.6168991164,28.532130809
55.14,21.640274472,28.532130809
55.15,21.6168991164,28.6004771859
55.16,21.640274472,28.6237467185
55.17,21.640274472,28.6237467185
55.18,21.640274472,28.6237467185
55.19,21.6168991164,28.6237467185
55.2,21.640274472,28.6237467185
55.21,21.640274472,28.6004771859
55.22,21.640274472,28.6237467185
55.23,21.6168991164,28.532130809
55.24,21.640274472,28.6237467185
55.25,21.6168991164,28.6004771859
55.26,21.6636476951,28.5088666013
55.27,21.6168991164,28.5088666013
55.28,21.640274472,28.5088666013
55.29,21.6168991164,28.5088666013
55.3,21.6636476951,28.5088666013
55.31,21.6168991164,28.5088666013
55.32,21.640274472,28.5088666013
55.33,21.640274472,28.5088666013
55.34,21.640274472,28.5088666013
55.35,21.6168991164,28.5772090224
55.36,21.6636476951,28.5772090224
55.37,21.640274472,28.532130809
55.38,21.640274472,28.6237467185
55.39,21.640274472,28.6237467185
55.4,21.640274472,28.6237467185
55.41,21.6168991164,28.6004771859
55.42,21.6636476951,28.6237467185
55.43,21.640274472,28.6237467185
55.44,21.640274472,28.6237467185
55.45,21.640274472,28.532130809
55.46,21.6636476951,28.6004771859
55.47,21.6168991164,28.6237467185
55.48,21.640274472,28.6237467185
55.49,21.6168991164,28.6004771859
55.5,21.640274472,28.5772090224
55.51,21.640274472,28.6004771859
55.52,21.640274472,28.532130809
55.53,21.6168991164,28.532130809
55.54,21.6636476951,28.5088666013
55.55,21.5935216155,28.5088666013
55.56,21.640274472,28.5088666013
55.57,21.6168991164,28.5088666013
55.58,21.640274472,28.5539422165
55.59,21.6168991164,28.6237467185
55.6,21.6636476951,28.5088666013
55.61,21.6168991164,28.532130809
55.62,21.640274472,28.6237467185
55.63,21.6168991164,28.6004771859
55.64,21.640274472,28.6237467185
55.65,21.6168991164,28.532130809
55.66,21.640274472,28.6004771859
55.67,21.6168991164,28.6004771859
55.68,21.6636476951,28.6004771859
55.69,21.6168991164,28.5088666013
55.7,21.6636476951,28.5088666013
55.71,21.6168991164,28.5088666013
55.72,21.640274472,28.6237467185
55.73,21.6168991164,28.6237467185
55.74,21.640274472,28.5772090224
55.75,21.5935216155,28.5772090224
55.76,21.640274472,28.5539422165
55.77,21.6168991164,28.6004771859
55.78,21.640274472,28.5772090224
55.79,21.640274472,28.6004771859
55.8,21.640274472,28.5539422165
55.81,21.640274472,28.5088666013
55.82,21.640274472,28.5772090224
55.83,21.640274472,28.5088666013
55.84,21.6636476951,28.6237467185
55.85,21.640274472,28.6004771859
55.86,21.6636476951,28.6237467185
55.87,21.6168991164,28.6237467185
55.88,21.640274472,28.6004771859
55.89,21.640274472,28.5088666013
55.9,21.6636476951,28.532130809
55.91,21.6168991164,28.5772090224
55.92,21.640274472,28.6237467185
55.93,21.640274472,28.6237467185
55.94,21.6636476951,28.6237467185
55.95,21.6168991164,28.6237467185
55.96,21.640274472,28.6004771859
55.97,21.6168991164,28.6004771859
55.98,21.6636476951,28.532130809
55.99,21.6168991164,28.5088666013
56,21.640274472,28.5088666013
56.01,21.640274472,28.5088666013
56.02,21.6636476951,28.5088666013
56.03,21.640274472,28.6004771859
56.04,21.640274472,28.6237467185
56.05,21.6168991164,28.6237467185
56.06,21.6636476951,28.5088666013
56.07,21.640274472,28.5088666013
56.08,21.6636476951,28.532130809
56.09,21.6168991164,28.5088666013
56.1,21.640274472,28.6004771859
56.11,21.6168991164,28.6004771859
56.12,21.6636476951,28.6237467185
56.13,21.6168991164,28.6004771859
56.14,21.640274472,28.5088666013
56.15,21.6168991164,28.5088666013
56.16,21.6636476951,28.5088666013
56.17,21.6168991164,28.5088666013
56.18,21.640274472,28.532130809
56.19,21.6168991164,28.485603718
56.2,21.640274472,28.532130809
56.21,21.6168991164,28.5088666013
56.22,21.640274472,28.5088666013
56.23,21.5935216155,28.532130809
56.24,21.640274472,28.6237467185
56.25,21.6168991164,28.6004771859
56.26,21.6636476951,28.532130809
56.27,21.6168991164,28.5088666013
56.28,21.640274472,28.5088666013
56.29,21.6168991164,28.5088666013
56.3,21.640274472,28.5088666013
56.31,21.640274472,28.6004771859
56.32,21.6636476951,28.6237467185
56.33,21.6168991164,28.5088666013
56.34,21.640274472,28.6004771859
56.35,21.640274472,28.5772090224
56.36,21.6636476951,28.5088666013
56.37,21.6168991164,28.5539422165
56.38,21.6636476951,28.532130809
56.39,21.6168991164,28.532130809
56.4,21.6636476951,28.5088666013
56.41,21.6168991164,28.5088666013
56.42,21.640274472,28.5088666013
56.43,21.6168991164,28.485603718
56.44,21.640274472,28.5539422165
56.45,21.640274472,28.6004771859
56.46,21.6636476951,28.5088666013
56.47,21.6168991164,28.6004771859
56.48,21.640274472,28.5088666013
56.49,21.640274472,28.5088666013
56.5,21.640274472,28.5539422165
56.51,21.640274472,28.5088666013
56.52,21.640274472,28.6004771859
56.53,21.6168991164,28.6004771859
56.54,21.640274472,28.6237467185
56.55,21.6168991164,28.5772090224
56.56,21.6636476951,28.5088666013
56.57,21.6168991164,28.6004771859
56.58,21.640274472,28.5772090224
56.59,21.640274472,28.5088666013
56.6,21.640274472,28.6237467185
56.61,21.6168991164,28.6004771859
56.62,21.640274472,28.6004771859
56.63,21.6168991164,28.5539422165
56.64,21.6636476951,28.5088666013
56.65,21.6168991164,28.5088666013
56.66,21.640274472,28.5088666013
56.67,21.6168991164,28.5088666013
56.68,21.640274472,28.6004771859
56.69,21.6168991164,28.6004771859
56.7,21.6636476951,28.5539422165
56.71,21.6168991164,28.5772090224
56.72,21.6636476951,28.532130809
56.73,21.640274472,28.5772090224
56.74,21.640274472,28.6237467185
56.75,21.6168991164,28.6004771859
56.76,21.640274472,28.5539422165
56.77,21.6168991164,28.5088666013
56.78,21.6636476951,28.6004771859
56.79,21.640274472,28.6004771859
56.8,21.6636476951,28.5539422165
56.81,21.6168991164,28.485603718
56.82,21.640274472,28.6237467185
56.83,21.6168991164,28.6237467185
56.84,21.640274472,28.6004771859
56.85,21.6168991164,28.5772090224
56.86,21.640274472,28.5088666013
56.87,21.6168991164,28.5088666013
56.88,21.640274472,28.5088666013
56.89,21.6168991164,28.5772090224
56.9,21.640274472,28.5539422165
56.91,21.6168991164,28.6004771859
56.92,21.6636476951,28.5088666013
56.93,21.6168991164,28.6004771859
56.94,21.6636476951,28.5088666013
56.95,21.6168991164,28.532130809
56.96,21.6636476951,28.6237467185
56.97,21.640274472,28.6004771859
56.98,21.640274472,28.5088666013
56.99,21.6168991164,28.532130809
57,21.6636476951,28.6237467185
57.01,21.6168991164,28.6004771859
57.02,21.6636476951,28.5088666013
57.03,21.6168991164,28.5088666013
57.04,21.640274472,28.6004771859
57.05,21.5935216155,28.6004771859
57.06,21.640274472,28.5772090224
57.07,21.640274472,28.5088666013
57.08,21.640274472,28.6004771859
57.09,21.6168991164,28.6004771859
57.1,21.640274472,28.5088666013
57.11,21.640274472,28.6004771859
57.12,21.640274472,28.5088666013
57.13,21.640274472,28.6004771859
57.14,21.6636476951,28.6237467185
57.15,21.640274472,28.5772090224
57.16,21.640274472,28.5088666013
57.17,21.640274472,28.5088666013
57.18,21.640274472,28.6004771859
57.19,21.6168991164,28.6004771859
57.2,21.6636476951,28.532130809
57.21,21.640274472,28.5088666013
57.22,21.640274472,28.5772090224
57.23,21.640274472,28.6004771859
57.24,21.640274472,28.5088666013
57.25,21.6168991164,28.6004771859
57.26,21.640274472,28.5088666013
