"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)"
107.96,21.4780633335,28.2777486716
107.97,21.5014516109,28.3242529968
107.98,21.4780633335,28.2080012421
107.99,21.5014516109,28.3242529968
108,21.5014516109,28.3010002227
108.01,21.5248376809,28.2312491926
108.02,21.5014516109,28.3242529968
108.03,21.5248376809,28.254498332
108.04,21.5014516109,28.3010002227
108.05,21.5248376809,28.2312491926
108.06,21.5014516109,28.2777486716
108.07,21.5248376809,28.3242529968
108.08,21.5014516109,28.254498332
108.09,21.5248376809,28.3010002227
108.1,21.4780633335,28.2312491926
108.11,21.5248376809,28.3242529968
108.12,21.5014516109,28.2080012421
108.13,21.5248376809,28.3242529968
108.14,21.4780633335,28.254498332
108.15,21.5248376809,28.2312491926
108.16,21.5014516109,28.3242529968
108.17,21.5248376809,28.2312491926
108.18,21.5014516109,28.3010002227
108.19,21.5248376809,28.3242529968
108.2,21.4780633335,28.2312491926
108.21,21.5248376809,28.3242529968
108.22,21.5014516109,28.2312491926
108.23,21.5248376809,28.3242529968
108.24,21.5014516109,28.2080012421
108.25,21.5014516109,28.3010002227
108.26,21.4780633335,28.3242529968
108.27,21.5248376809,28.2777486716
108.28,21.4780633335,28.254498332
108.29,21.5248376809,28.254498332
108.3,21.4780633335,28.3242529968
108.31,21.5248376809,28.2312491926
108.32,21.5014516109,28.3242529968
108.33,21.5014516109,28.2312491926
108.34,21.4780633335,28.254498332
108.35,21.5248376809,28.3010002227
108.36,21.4780633335,28.2312491926
108.37,21.5014516109,28.3242529968
108.38,21.4780633335,28.254498332
108.39,21.5014516109,28.2080012421
108.4,21.4780633335,28.3242529968
108.41,21.5248376809,28.3010002227
108.42,21.4780633335,28.2080012421
108.43,21.5014516109,28.3242529968
108.44,21.4780633335,28.2777486716
108.45,21.5014516109,28.2080012421
108.46,21.4780633335,28.3010002227
108.47,21.5248376809,28.254498332
108.48,21.4780633335,28.2080012421
108.49,21.5248376809,28.3242529968
108.5,21.4780633335,28.2312491926
108.51,21.5248376809,28.3242529968
108.52,21.4780633335,28.2312491926
108.53,21.5248376809,28.2080012421
108.54,21.4780633335,28.3010002227
108.55,21.5014516109,28.2777486716
108.56,21.4780633335,28.2080012421
108.57,21.5248376809,28.3242529968
108.58,21.5014516109,28.2312491926
108.59,21.5248376809,28.3242529968
108.6,21.4780633335,28.254498332
108.61,21.5014516109,28.2312491926
108.62,21.4780633335,28.254498332
108.63,21.5014516109,28.3242529968
108.64,21.4780633335,28.3010002227
108.65,21.5014516109,28.2312491926
108.66,21.4780633335,28.3242529968
108.67,21.5014516109,28.2777486716
108.68,21.4780633335,28.3010002227
108.69,21.5014516109,28.2312491926
108.7,21.4780633335,28.3010002227
108.71,21.5014516109,28.2312491926
108.72,21.4780633335,28.2777486716
108.73,21.5014516109,28.3242529968
108.74,21.4780633335,28.2777486716
108.75,21.5014516109,28.2080012421
108.76,21.4780633335,28.3242529968
108.77,21.5014516109,28.254498332
108.78,21.4780633335,28.3242529968
108.79,21.5014516109,28.3010002227
108.8,21.4780633335,28.3010002227
108.81,21.5014516109,28.254498332
108.82,21.4780633335,28.3242529968
108.83,21.5014516109,28.3010002227
108.84,21.4780633335,28.2312491926
108.85,21.5014516109,28.3242529968
108.86,21.4780633335,28.2777486716
108.87,21.5014516109,28.2080012421
108.88,21.4780633335,28.3242529968
108.89,21.5014516109,28.3010002227
108.9,21.4780633335,28.2777486716
108.91,21.5014516109,28.3242529968
108.92,21.4780633335,28.2312491926
108.93,21.5014516109,28.3010002227
108.94,21.4780633335,28.254498332
108.95,21.5014516109,28.3242529968
108.96,21.4780633335,28.2777486716
108.97,21.5014516109,28.2080012421
108.98,21.4780633335,28.2312491926
108.99,21.5014516109,28.3242529968
109,21.4780633335,28.254498332
109.01,21.5014516109,28.2312491926
109.02,21.4780633335,28.3242529968
109.03,21.5014516109,28.2080012421
109.04,21.4780633335,28.3242529968
109.05,21.5014516109,28.254498332
109.06,21.4780633335,28.2312491926
109.07,21.5014516109,28.3242529968
109.08,21.4780633335,28.1847544692
109.09,21.5014516109,28.3242529968
109.1,21.4780633335,28.2777486716
109.11,21.5014516109,28.2080012421
109.12,21.4780633335,28.3242529968
109.13,21.5014516109,28.2080012421
109.14,21.4780633335,28.3242529968
109.15,21.5014516109,28.2080012421
109.16,21.4780633335,28.3010002227
109.17,21.5014516109,28.3010002227
109.18,21.4780633335,28.2080012421
109.19,21.4780633335,28.3242529968
109.2,21.4780633335,28.2080012421
109.21,21.4780633335,28.3010002227
109.22,21.4780633335,28.2080012421
109.23,21.5014516109,28.3242529968
109.24,21.4780633335,28.2312491926
109.25,21.4780633335,28.3242529968
109.26,21.4780633335,28.2080012421
109.27,21.5014516109,28.3242529968
109.28,21.4780633335,28.2777486716
109.29,21.5014516109,28.2080012421
109.3,21.4780633335,28.3242529968
109.31,21.4780633335,28.2312491926
109.32,21.4780633335,28.3010002227
109.33,21.5014516109,28.2312491926
109.34,21.4780633335,28.3010002227
109.35,21.4780633335,28.254498332
109.36,21.4546728361,28.254498332
109.37,21.5014516109,28.3242529968
109.38,21.4780633335,28.2312491926
109.39,21.5014516109,28.3242529968
109.4,21.4780633335,28.254498332
109.41,21.5014516109,28.2312491926
109.42,21.4780633335,28.3242529968
109.43,21.4780633335,28.1847544692
109.44,21.4780633335,28.3242529968
109.45,21.5014516109,28.2080012421
109.46,21.4780633335,28.3010002227
109.47,21.5014516109,28.3242529968
109.48,21.4780633335,28.1847544692
109.49,21.5014516109,28.2080012421
109.5,21.4780633335,28.2777486716
109.51,21.5014516109,28.3010002227
109.52,21.4780633335,28.2312491926
109.53,21.5014516109,28.254498332
109.54,21.4780633335,28.254498332
109.55,21.5014516109,28.3242529968
109.56,21.4780633335,28.254498332
109.57,21.5014516109,28.3242529968
109.58,21.4780633335,28.1847544692
109.59,21.5014516109,28.2312491926
109.6,21.4780633335,28.3242529968
109.61,21.4780633335,28.2777486716
109.62,21.4780633335,28.2080012421
109.63,21.4780633335,28.3242529968
109.64,21.4780633335,28.2312491926
109.65,21.4780633335,28.3010002227
109.66,21.4780633335,28.2080012421
109.67,21.4780633335,28.3242529968
109.68,21.4780633335,28.2312491926
109.69,21.5014516109,28.2080012421
109.7,21.4546728361,28.254498332
109.71,21.4780633335,28.3010002227
109.72,21.4780633335,28.254498332
109.73,21.5014516109,28.2080012421
109.74,21.4780633335,28.3242529968
109.75,21.4780633335,28.2080012421
109.76,21.4780633335,28.3010002227
109.77,21.4780633335,28.2080012421
109.78,21.4546728361,28.3010002227
109.79,21.4780633335,28.3242529968
109.8,21.4780633335,28.2312491926
109.81,21.4780633335,28.2080012421
109.82,21.4780633335,28.2777486716
109.83,21.4780633335,28.3242529968
109.84,21.4780633335,28.2777486716
109.85,21.4780633335,28.2080012421
109.86,21.4780633335,28.2777486716
109.87,21.4780633335,28.254498332
109.88,21.4780633335,28.2777486716
109.89,21.4780633335,28.2080012421
109.9,21.4546728361,28.3242529968
109.91,21.4780633335,28.2080012421
109.92,21.4780633335,28.2777486716
109.93,21.4780633335,28.3242529968
109.94,21.4546728361,28.2312491926
109.95,21.4780633335,28.1847544692
109.96,21.4546728361,28.3242529968
109.97,21.4780633335,28.2312491926
109.98,21.4546728361,28.2777486716
109.99,21.4780633335,28.2080012421
110,21.4780633335,28.3010002227
110.01,21.4780633335,28.3242529968
110.02,21.4546728361,28.1847544692
110.03,21.4780633335,28.2080012421
110.04,21.4780633335,28.3010002227
110.05,21.4780633335,28.3010002227
110.06,21.4546728361,28.2080012421
110.07,21.4780633335,28.2777486716
110.08,21.4546728361,28.3242529968
110.09,21.4780633335,28.2080012421
110.1,21.4546728361,28.2080012421
110.11,21.4780633335,28.3242529968
110.12,21.4546728361,28.2312491926
110.13,21.4780633335,28.2777486716
110.14,21.4780633335,28.2312491926
110.15,21.4780633335,28.2777486716
110.16,21.4546728361,28.3010002227
110.17,21.4780633335,28.2080012421
110.18,21.4546728361,28.2777486716
110.19,21.4780633335,28.3242529968
110.2,21.4546728361,28.2312491926
110.21,21.4780633335,28.2777486716
110.22,21.4546728361,28.2312491926
110.23,21.4780633335,28.2777486716
110.24,21.4780633335,28.2312491926
110.25,21.4780633335,28.2312491926
110.26,21.4546728361,28.2777486716
110.27,21.4780633335,28.2312491926
110.28,21.4546728361,28.2080012421
110.29,21.4780633335,28.3242529968
110.3,21.4780633335,28.2777486716
110.31,21.4780633335,28.2312491926
110.32,21.4546728361,28.3010002227
110.33,21.4780633335,28.2080012421
110.34,21.4546728361,28.2777486716
110.35,21.4780633335,28.3010002227
110.36,21.4546728361,28.2080012421
110.37,21.4780633335,28.3242529968
110.38,21.4546728361,28.1847544692
110.39,21.4780633335,28.3242529968
110.4,21.4546728361,28.3010002227
110.41,21.4780633335,28.2080012421
110.42,21.4780633335,28.3010002227
110.43,21.4780633335,28.3010002227
110.44,21.4546728361,28.3010002227
110.45,21.4780633335,28.3242529968
110.46,21.4546728361,28.1847544692
110.47,21.4780633335,28.3242529968
110.48,21.4546728361,28.2777486716
110.49,21.4780633335,28.2312491926
110.5,21.4546728361,28.2777486716
110.51,21.4780633335,28.2312491926
110.52,21.4546728361,28.1847544692
110.53,21.4780633335,28.3242529968
110.54,21.4546728361,28.3010002227
110.55,21.4780633335,28.2080012421
110.56,21.4546728361,28.3242529968
110.57,21.4780633335,28.2080012421
110.58,21.4546728361,28.3010002227
110.59,21.4780633335,28.2777486716
110.6,21.4546728361,28.254498332
110.61,21.4780633335,28.3242529968
110.62,21.4546728361,28.2080012421
110.63,21.4780633335,28.3010002227
110.64,21.4546728361,28.254498332
110.65,21.4780633335,28.2080012421
110.66,21.4546728361,28.2777486716
110.67,21.4780633335,28.2777486716
110.68,21.4546728361,28.1847544692
110.69,21.4780633335,28.3242529968
110.7,21.4546728361,28.2080012421
110.71,21.4780633335,28.3010002227
110.72,21.4546728361,28.2312491926
110.73,21.4780633335,28.2080012421
110.74,21.4546728361,28.2777486716
110.75,21.4780633335,28.2080012421
110.76,21.4546728361,28.3010002227
110.77,21.4780633335,28.2080012421
110.78,21.4546728361,28.2777486716
110.79,21.4780633335,28.2080012421
110.8,21.431280106,28.3010002227
110.81,21.4780633335,28.2312491926
110.82,21.4546728361,28.2312491926
110.83,21.4546728361,28.3010002227
110.84,21.4546728361,28.2080012421
110.85,21.4780633335,28.2080012421
110.86,21.431280106,28.3010002227
110.87,21.4780633335,28.254498332
110.88,21.4546728361,28.2777486716
110.89,21.4780633335,28.254498332
110.9,21.4546728361,28.2777486716
110.91,21.4780633335,28.3242529968
110.92,21.431280106,28.254498332
110.93,21.4780633335,28.2312491926
110.94,21.431280106,28.2312491926
110.95,21.4780633335,28.3242529968
110.96,21.4546728361,28.1847544692
110.97,21.4780633335,28.3010002227
110.98,21.431280106,28.1847544692
110.99,21.4780633335,28.3242529968
111,21.4546728361,28.2080012421
111.01,21.4780633335,28.3010002227
111.02,21.431280106,28.2312491926
111.03,21.4780633335,28.2080012421
111.04,21.4546728361,28.2777486716
111.05,21.4780633335,28.2777486716
111.06,21.4546728361,28.1847544692
111.07,21.4780633335,28.3010002227
111.08,21.4546728361,28.2777486716
111.09,21.4780633335,28.2080012421
111.1,21.4546728361,28.2080012421
111.11,21.4546728361,28.3010002227
111.12,21.431280106,28.2080012421
111.13,21.4780633335,28.3010002227
111.14,21.4546728361,28.2312491926
111.15,21.4780633335,28.2080012421
111.16,21.431280106,28.2777486716
111.17,21.4780633335,28.3010002227
111.18,21.4546728361,28.1847544692
111.19,21.4780633335,28.2777486716
111.2,21.431280106,28.3010002227
111.21,21.4780633335,28.2080012421
111.22,21.4546728361,28.2777486716
111.23,21.4780633335,28.3010002227
111.24,21.431280106,28.2080012421
111.25,21.4780633335,28.2080012421
111.26,21.431280106,28.3010002227
111.27,21.4780633335,28.254498332
111.28,21.431280106,28.3010002227
111.29,21.4780633335,28.1847544692
111.3,21.4546728361,28.2312491926
111.31,21.4546728361,28.3010002227
111.32,21.431280106,28.1847544692
111.33,21.4546728361,28.3010002227
111.34,21.4546728361,28.2312491926
111.35,21.4546728361,28.2080012421
111.36,21.4546728361,28.3010002227
111.37,21.4780633335,28.254498332
111.38,21.4546728361,28.2312491926
111.39,21.4546728361,28.3242529968
111.4,21.431280106,28.2080012421
111.41,21.4546728361,28.2777486716
111.42,21.431280106,28.2777486716
111.43,21.4780633335,28.3010002227
111.44,21.431280106,28.2312491926
111.45,21.4780633335,28.2080012421
111.46,21.4546728361,28.3010002227
111.47,21.4780633335,28.254498332
111.48,21.431280106,28.2080012421
111.49,21.4780633335,28.3010002227
111.5,21.431280106,28.254498332
111.51,21.4780633335,28.2080012421
111.52,21.431280106,28.2777486716
111.53,21.4546728361,28.254498332
111.54,21.431280106,28.2777486716
111.55,21.4546728361,28.3010002227
111.56,21.431280106,28.1847544692
111.57,21.4546728361,28.254498332
111.58,21.431280106,28.2777486716
111.59,21.4546728361,28.2312491926
111.6,21.431280106,28.2777486716
111.61,21.4780633335,28.2312491926
111.62,21.431280106,28.2080012421
111.63,21.4546728361,28.2777486716
111.64,21.431280106,28.3010002227
111.65,21.4546728361,28.2312491926
111.66,21.431280106,28.2777486716
111.67,21.4546728361,28.2080012421
111.68,21.431280106,28.2777486716
111.69,21.4780633335,28.3242529968
111.7,21.4078851305,28.3010002227
111.71,21.4780633335,28.254498332
111.72,21.431280106,28.2080012421
111.73,21.4780633335,28.3010002227
111.74,21.4546728361,28.3010002227
111.75,21.4546728361,28.1847544692
111.76,21.431280106,28.3010002227
111.77,21.4546728361,28.2777486716
111.78,21.4078851305,28.1629616789
111.79,21.4780633335,28.2777486716
111.8,21.4078851305,28.3010002227
111.81,21.4546728361,28.254498332
111.82,21.4078851305,28.1847544692
111.83,21.4546728361,28.2777486716
111.84,21.4078851305,28.254498332
111.85,21.4780633335,28.2080012421
111.86,21.4078851305,28.3010002227
111.87,21.4546728361,28.2080012421
111.88,21.4078851305,28.2777486716
111.89,21.4546728361,28.3242529968
111.9,21.431280106,28.1847544692
111.91,21.4780633335,28.2312491926
111.92,21.4078851305,28.3010002227
111.93,21.4546728361,28.3010002227
111.94,21.431280106,28.1847544692
111.95,21.4546728361,28.254498332
111.96,21.4078851305,28.254498332
111.97,21.4546728361,28.2312491926
111.98,21.431280106,28.2312491926
111.99,21.4546728361,28.2080012421
112,21.431280106,28.2777486716
112.01,21.4546728361,28.3242529968
112.02,21.4078851305,28.1847544692
112.03,21.4780633335,28.2080012421
112.04,21.431280106,28.3010002227
112.05,21.4546728361,28.2080012421
112.06,21.431280106,28.2777486716
112.07,21.4546728361,28.2312491926
112.08,21.431280106,28.3010002227
112.09,21.4546728361,28.1847544692
112.1,21.431280106,28.2777486716
112.11,21.4546728361,28.3010002227
112.12,21.431280106,28.1847544692
112.13,21.4546728361,28.1847544692
112.14,21.4546728361,28.2777486716
112.15,21.4546728361,28.3242529968
112.16,21.4078851305,28.2312491926
112.17,21.4546728361,28.1847544692
112.18,21.431280106,28.3010002227
112.19,21.4546728361,28.1847544692
112.2,21.431280106,28.254498332
112.21,21.4546728361,28.1847544692
112.22,21.4078851305,28.2777486716
112.23,21.4546728361,28.3010002227
112.24,21.431280106,28.1847544692
112.25,21.4546728361,28.1847544692
112.26,21.431280106,28.2777486716
112.27,21.4546728361,28.3242529968
112.28,21.431280106,28.2080012421
112.29,21.4546728361,28.1847544692
112.3,21.431280106,28.2777486716
112.31,21.4546728361,28.3010002227
112.32,21.4078851305,28.1629616789
112.33,21.4546728361,28.3010002227
112.34,21.431280106,28.2777486716
112.35,21.4546728361,28.254498332
112.36,21.431280106,28.2080012421
112.37,21.4780633335,28.2777486716
112.38,21.431280106,28.2777486716
112.39,21.4546728361,28.1629616789
112.4,21.431280106,28.2777486716
112.41,21.4546728361,28.1847544692
112.42,21.4078851305,28.2777486716
112.43,21.4546728361,28.254498332
112.44,21.4078851305,28.1847544692
112.45,21.4546728361,28.254498332
112.46,21.4078851305,28.2777486716
112.47,21.4546728361,28.254498332
112.48,21.4078851305,28.1629616789
112.49,21.4546728361,28.2312491926
112.5,21.431280106,28.3010002227
112.51,21.4546728361,28.2080012421
112.52,21.4078851305,28.2312491926
112.53,21.4780633335,28.2777486716
112.54,21.4078851305,28.1847544692
112.55,21.4546728361,28.3010002227
112.56,21.4078851305,28.2080012421
112.57,21.4546728361,28.2080012421
112.58,21.4546728361,28.2777486716
112.59,21.4546728361,28.3010002227
112.6,21.4078851305,28.1847544692
112.61,21.4546728361,28.2080012421
112.62,21.4078851305,28.2777486716
112.63,21.4546728361,28.2080012421
112.64,21.4078851305,28.2777486716
112.65,21.4546728361,28.254498332
112.66,21.4078851305,28.2080012421
112.67,21.4546728361,28.2777486716
112.68,21.4078851305,28.2777486716
112.69,21.4546728361,28.2777486716
112.7,21.4078851305,28.1629616789
112.71,21.4546728361,28.2777486716
112.72,21.431280106,28.1847544692
112.73,21.4546728361,28.3010002227
112.74,21.4078851305,28.254498332
112.75,21.4546728361,28.3010002227
112.76,21.4078851305,28.2080012421
112.77,21.4546728361,28.1847544692
112.78,21.431280106,28.2777486716
112.79,21.4546728361,28.2777486716
112.8,21.431280106,28.1629616789
112.81,21.4780633335,28.2080012421
112.82,21.4078851305,28.2777486716
112.83,21.4546728361,28.2777486716
112.84,21.4078851305,28.2080012421
112.85,21.4546728361,28.2777486716
112.86,21.4546728361,28.2777486716
112.87,21.431280106,28.1629616789
112.88,21.4078851305,28.2777486716
112.89,21.4546728361,28.2777486716
112.9,21.4078851305,28.1847544692
112.91,21.4546728361,28.2080012421
112.92,21.4078851305,28.2777486716
112.93,21.4546728361,28.3010002227
112.94,21.431280106,28.2312491926
112.95,21.431280106,28.1847544692
112.96,21.4078851305,28.2777486716
112.97,21.4546728361,28.1847544692
112.98,21.4078851305,28.2777486716
112.99,21.4546728361,28.2777486716
113,21.431280106,28.254498332
113.01,21.4546728361,28.2080012421
113.02,21.4078851305,28.2080012421
113.03,21.431280106,28.254498332
113.04,21.4078851305,28.254498332
113.05,21.4546728361,28.2312491926
113.06,21.4078851305,28.1847544692
113.07,21.431280106,28.254498332
113.08,21.431280106,28.2777486716
113.09,21.4546728361,28.2080012421
113.1,21.4078851305,28.254498332
113.11,21.4546728361,28.3010002227
113.12,21.4078851305,28.2312491926
113.13,21.431280106,28.1847544692
113.14,21.4078851305,28.2777486716
113.15,21.4546728361,28.3010002227
113.16,21.4078851305,28.254498332
113.17,21.4546728361,28.1847544692
113.18,21.431280106,28.2777486716
113.19,21.4780633335,28.2312491926
113.2,21.4078851305,28.2312491926
113.21,21.431280106,28.3010002227
113.22,21.4078851305,28.1629616789
113.23,21.4546728361,28.2080012421
113.24,21.431280106,28.2777486716
113.25,21.4546728361,28.254498332
113.26,21.4078851305,28.254498332
113.27,21.4546728361,28.2777486716
113.28,21.4078851305,28.2777486716
113.29,21.4546728361,28.2777486716
113.3,21.4078851305,28.2777486716
113.31,21.4546728361,28.2080012421
113.32,21.4078851305,28.2777486716
113.33,21.4546728361,28.3010002227
113.34,21.431280106,28.2080012421
113.35,21.4546728361,28.2080012421
113.36,21.4078851305,28.2777486716
113.37,21.4780633335,28.2312491926
113.38,21.4078851305,28.1629616789
113.39,21.431280106,28.2777486716
113.4,21.4078851305,28.254498332
113.41,21.4546728361,28.254498332
113.42,21.4078851305,28.2777486716
113.43,21.4546728361,28.1847544692
113.44,21.4078851305,28.2777486716
113.45,21.4546728361,28.3010002227
113.46,21.4078851305,28.1629616789
113.47,21.431280106,28.2777486716
113.48,21.4078851305,28.2312491926
113.49,21.4546728361,28.3010002227
113.5,21.4078851305,28.2777486716
113.51,21.4546728361,28.1847544692
113.52,21.431280106,28.2777486716
113.53,21.4546728361,28.1847544692
113.54,21.4078851305,28.254498332
113.55,21.4546728361,28.3010002227
113.56,21.4078851305,28.2080012421
113.57,21.431280106,28.1629616789
113.58,21.4078851305,28.2777486716
113.59,21.4546728361,28.3010002227
113.6,21.4078851305,28.1629616789
113.61,21.431280106,28.2777486716
113.62,21.4078851305,28.254498332
113.63,21.4546728361,28.2080012421
113.64,21.4078851305,28.2777486716
113.65,21.4546728361,28.2777486716
113.66,21.4078851305,28.1847544692
113.67,21.4546728361,28.2080012421
113.68,21.4078851305,28.3010002227
113.69,21.431280106,28.2777486716
113.7,21.4078851305,28.1629616789
113.71,21.431280106,28.3010002227
113.72,21.4078851305,28.2312491926
113.73,21.4546728361,28.2312491926
113.74,21.431280106,28.2777486716
113.75,21.4546728361,28.2312491926
113.76,21.4078851305,28.254498332
113.77,21.4546728361,28.2777486716
113.78,21.4078851305,28.2312491926
113.79,21.431280106,28.1629616789
113.8,21.4078851305,28.2777486716
113.81,21.4546728361,28.2777486716
113.82,21.431280106,28.1847544692
113.83,21.4546728361,28.3010002227
113.84,21.4078851305,28.254498332
113.85,21.431280106,28.2777486716
113.86,21.4078851305,28.254498332
113.87,21.431280106,28.3010002227
113.88,21.4078851305,28.2080012421
113.89,21.431280106,28.1629616789
113.9,21.4078851305,28.2777486716
113.91,21.431280106,28.2777486716
113.92,21.4078851305,28.2080012421
113.93,21.4546728361,28.254498332
113.94,21.4078851305,28.1847544692
113.95,21.431280106,28.2777486716
113.96,21.4078851305,28.2080012421
113.97,21.431280106,28.2777486716
113.98,21.4078851305,28.1629616789
113.99,21.431280106,28.2080012421
114,21.4078851305,28.2777486716
114.01,21.4078851305,28.2777486716
114.02,21.4078851305,28.1847544692
114.03,21.431280106,28.2080012421
114.04,21.4078851305,28.2777486716
114.05,21.4546728361,28.2080012421
114.06,21.4546728361,28.2777486716
114.07,21.431280106,28.2312491926
114.08,21.4078851305,28.2777486716
114.09,21.4546728361,28.2080012421
114.1,21.4078851305,28.254498332
114.11,21.4546728361,28.2777486716
114.12,21.4078851305,28.2080012421
114.13,21.4546728361,28.1847544692
114.14,21.4078851305,28.2777486716
114.15,21.431280106,28.2777486716
114.16,21.4078851305,28.1629616789
114.17,21.4546728361,28.2777486716
114.18,21.4078851305,28.2080012421
114.19,21.431280106,28.2080012421
114.2,21.4078851305,28.2777486716
114.21,21.431280106,28.2080012421
114.22,21.4078851305,28.2777486716
114.23,21.4546728361,28.1847544692
114.24,21.4078851305,28.2777486716
114.25,21.431280106,28.1629616789
114.26,21.431280106,28.2777486716
114.27,21.4546728361,28.2777486716
114.28,21.4078851305,28.1629616789
114.29,21.431280106,28.2777486716
114.3,21.4078851305,28.1847544692
114.31,21.431280106,28.254498332
114.32,21.4078851305,28.254498332
114.33,21.431280106,28.2777486716
114.34,21.4078851305,28.1629616789
114.35,21.431280106,28.254498332
114.36,21.4078851305,28.2777486716
114.37,21.431280106,28.1847544692
114.38,21.4078851305,28.2777486716
114.39,21.431280106,28.2080012421
114.4,21.4078851305,28.2312491926
114.41,21.4546728361,28.3010002227
114.42,21.4078851305,28.1847544692
114.43,21.431280106,28.1629616789
114.44,21.4078851305,28.2777486716
114.45,21.431280106,28.2080012421
114.46,21.4078851305,28.2777486716
114.47,21.4546728361,28.2312491926
114.48,21.4078851305,28.2777486716
114.49,21.4546728361,28.2312491926
114.5,21.4078851305,28.2777486716
114.51,21.431280106,28.2312491926
114.52,21.4078851305,28.2080012421
114.53,21.431280106,28.2777486716
114.54,21.4078851305,28.2312491926
114.55,21.4546728361,28.1629616789
114.56,21.4078851305,28.2777486716
114.57,21.431280106,28.2080012421
114.58,21.4078851305,28.2312491926
114.59,21.431280106,28.2777486716
114.6,21.4078851305,28.1629616789
114.61,21.431280106,28.254498332
114.62,21.4078851305,28.2312491926
114.63,21.431280106,28.1629616789
114.64,21.4078851305,28.254498332
114.65,21.431280106,28.2777486716
114.66,21.4078851305,28.2080012421
114.67,21.431280106,28.1629616789
114.68,21.4078851305,28.2777486716
114.69,21.431280106,28.2777486716
114.7,21.4078851305,28.1847544692
114.71,21.431280106,28.1847544692
114.72,21.4078851305,28.2312491926
114.73,21.4078851305,28.2312491926
114.74,21.4078851305,28.2777486716
114.75,21.431280106,28.2080012421
114.76,21.4078851305,28.2080012421
114.77,21.431280106,28.2777486716
114.78,21.4078851305,28.2312491926
114.79,21.4546728361,28.1629616789
114.8,21.4078851305,28.2777486716
114.81,21.4546728361,28.2777486716
114.82,21.4078851305,28.1629616789
114.83,21.431280106,28.3010002227
114.84,21.4078851305,28.2312491926
114.85,21.431280106,28.254498332
114.86,21.4078851305,28.2777486716
114.87,21.431280106,28.2080012421
114.88,21.4078851305,28.2777486716
114.89,21.431280106,28.1847544692
114.9,21.4078851305,28.2777486716
114.91,21.431280106,28.2080012421
114.92,21.4078851305,28.254498332
114.93,21.431280106,28.2080012421
114.94,21.4078851305,28.2777486716
114.95,21.4078851305,28.2312491926
114.96,21.4078851305,28.2312491926
114.97,21.431280106,28.2777486716
114.98,21.4078851305,28.1847544692
114.99,21.4546728361,28.2080012421
115,21.4078851305,28.2777486716
115.01,21.4078851305,28.1629616789
115.02,21.4078851305,28.2777486716
115.03,21.431280106,28.254498332
115.04,21.4078851305,28.1629616789
115.05,21.431280106,28.2777486716
115.06,21.4078851305,28.254498332
115.07,21.431280106,28.254498332
115.08,21.4078851305,28.254498332
115.09,21.431280106,28.2312491926
115.1,21.4078851305,28.2312491926
115.11,21.4546728361,28.2777486716
115.12,21.4078851305,28.1629616789
115.13,21.431280106,28.2777486716
115.14,21.4078851305,28.1847544692
115.15,21.431280106,28.2777486716
115.16,21.4078851305,28.1397171552
115.17,21.431280106,28.2777486716
115.18,21.4078851305,28.1629616789
115.19,21.431280106,28.2777486716
115.2,21.4078851305,28.1629616789
115.21,21.4546728361,28.2312491926
115.22,21.4078851305,28.2777486716
115.23,21.4078851305,28.254498332
115.24,21.4078851305,28.1629616789
115.25,21.431280106,28.2777486716
115.26,21.4078851305,28.1847544692
115.27,21.431280106,28.2777486716
115.28,21.4078851305,28.1847544692
115.29,21.4078851305,28.2312491926
115.3,21.4078851305,28.2777486716
115.31,21.431280106,28.2080012421
115.32,21.4078851305,28.254498332
115.33,21.431280106,28.2777486716
115.34,21.4078851305,28.2777486716
115.35,21.431280106,28.1629616789
115.36,21.4078851305,28.2312491926
115.37,21.431280106,28.254498332
115.38,21.4078851305,28.1847544692
115.39,21.431280106,28.2312491926
115.4,21.4078851305,28.254498332
115.41,21.431280106,28.1847544692
115.42,21.4078851305,28.254498332
115.43,21.431280106,28.2777486716
115.44,21.4078851305,28.2312491926
115.45,21.4078851305,28.1847544692
115.46,21.4078851305,28.2080012421
115.47,21.431280106,28.2777486716
115.48,21.4078851305,28.1629616789
115.49,21.431280106,28.2777486716
115.5,21.4078851305,28.1629616789
115.51,21.431280106,28.254498332
115.52,21.4078851305,28.254498332
115.53,21.431280106,28.1847544692
115.54,21.4078851305,28.254498332
115.55,21.431280106,28.2777486716
115.56,21.4078851305,28.1847544692
115.57,21.431280106,28.1629616789
115.58,21.4078851305,28.2777486716
115.59,21.431280106,28.1847544692
115.6,21.4078851305,28.1847544692
115.61,21.431280106,28.2777486716
115.62,21.4078851305,28.1629616789
115.63,21.431280106,28.2777486716
115.64,21.4078851305,28.254498332
115.65,21.431280106,28.1629616789
115.66,21.4078851305,28.254498332
115.67,21.431280106,28.2777486716
115.68,21.4078851305,28.2312491926
115.69,21.431280106,28.2777486716
115.7,21.4078851305,28.254498332
115.71,21.431280106,28.254498332
115.72,21.4078851305,28.2080012421
115.73,21.431280106,28.2777486716
115.74,21.4078851305,28.1629616789
115.75,21.431280106,28.2777486716
115.76,21.4078851305,28.254498332
115.77,21.431280106,28.1629616789
115.78,21.4078851305,28.254498332
115.79,21.431280106,28.2777486716
115.8,21.4078851305,28.1629616789
115.81,21.431280106,28.254498332
115.82,21.4078851305,28.254498332
115.83,21.4546728361,28.1847544692
115.84,21.4078851305,28.254498332
